Date,CPU Utilization,Total Power,CPU Power,GPU Power,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
2023-10-02 23:02:07,0.25189,3.42787,3.42787,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:08,0.24304,3.38773,3.38773,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:09,0.2481,3.41069,3.41069,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:10,0.2481,3.41069,3.41069,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:11,0.24623,3.40221,3.40221,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:12,0.25253,3.43075,3.43075,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:13,0.29545,3.62541,3.62541,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:14,0.25126,3.425,3.425,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:15,0.25505,3.4422,3.4422,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:16,0.24304,3.38773,3.38773,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:17,0.26566,3.49033,3.49033,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:18,0.25063,3.42217,3.42217,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:19,0.25,3.4193,3.4193,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:20,0.26566,3.49033,3.49033,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:21,0.25564,3.44487,3.44487,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:22,0.25,3.4193,3.4193,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:23,0.26566,3.49033,3.49033,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:24,0.25564,3.44487,3.44487,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:25,0.2525,3.43064,3.43064,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:26,0.27204,3.51924,3.51924,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:27,0.2575,3.45331,3.45331,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:28,0.25,3.4193,3.4193,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:29,0.25564,3.44487,3.44487,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:30,0.2575,3.45331,3.45331,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:31,0.25,3.4193,3.4193,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:32,0.27569,3.53579,3.53579,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:33,0.25063,3.42214,3.42214,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:34,0.2525,3.43064,3.43064,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:35,0.25187,3.42778,3.42778,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:36,0.25815,3.45623,3.45623,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:37,0.25187,3.42778,3.42778,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:38,0.28571,3.58124,3.58124,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:39,0.50125,4.55856,4.55856,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
2023-10-02 23:02:40,0.5,4.55291,4.55291,0.0,1.6879016604829225,49.0,71380.1923828125,179.64467000000005,0.3388591489361702,1172.5845349020599
