Date,CPU Utilization,CPU Power
2023-09-19 19:10:42,0.00000,0.00000
2023-09-19 19:10:43,0.00000,0.00000
2023-09-19 19:10:44,0.00000,0.00000
2023-09-19 19:10:45,0.00000,0.00000
2023-09-19 19:10:46,0.00000,0.00000
2023-09-19 19:10:47,0.00000,0.00000
2023-09-19 19:10:48,0.00000,0.00000
2023-09-19 19:10:49,0.00000,0.00000
2023-09-19 19:10:50,0.00000,0.00000
2023-09-19 19:10:51,0.00000,0.00000
2023-09-19 19:10:52,0.00000,0.00000
2023-09-19 19:10:53,0.00000,0.00000
2023-09-19 19:10:54,0.00000,0.00000
2023-09-19 19:10:55,0.00000,0.00000
2023-09-19 19:10:56,0.00000,0.00000
2023-09-19 19:10:57,0.00000,0.00000
2023-09-19 19:10:58,0.00000,0.00000
2023-09-19 19:10:59,0.00000,0.00000
2023-09-19 19:11:00,0.00000,0.00000
2023-09-19 19:11:01,0.00250,0.03331
2023-09-19 19:11:02,0.00000,0.00000
2023-09-19 19:11:03,0.00000,0.00000
2023-09-19 19:11:04,0.00000,0.00000
2023-09-19 19:11:05,0.00000,0.00000
2023-09-19 19:11:06,0.00000,0.00000
2023-09-19 19:11:07,0.00000,0.00000
2023-09-19 19:11:08,0.00000,0.00000
2023-09-19 19:11:09,0.00000,0.00000
2023-09-19 19:11:10,0.00000,0.00000
2023-09-19 19:11:11,0.00000,0.00000
2023-09-19 19:11:12,0.00000,0.00000
2023-09-19 19:11:13,0.00000,0.00000
2023-09-19 19:11:14,0.00000,0.00000
2023-09-19 19:11:15,0.00000,0.00000
2023-09-19 19:11:16,0.00000,0.00000
2023-09-19 19:11:17,0.00000,0.00000
2023-09-19 19:11:18,0.00000,0.00000
2023-09-19 19:11:19,0.00251,0.03356
2023-09-19 19:11:20,0.00000,0.00000
2023-09-19 19:11:21,0.00000,0.00000
2023-09-19 19:11:22,0.00000,0.00000
2023-09-19 19:11:23,0.00000,0.00000
2023-09-19 19:11:24,0.00000,0.00000
2023-09-19 19:11:25,0.00251,0.03377
2023-09-19 19:11:26,0.00000,0.00000
2023-09-19 19:11:27,0.00000,0.00000
2023-09-19 19:11:28,0.00000,0.00000
2023-09-19 19:11:29,0.00000,0.00000
2023-09-19 19:11:30,0.00000,0.00000
2023-09-19 19:11:31,0.00000,0.00000
2023-09-19 19:11:32,0.00000,0.00000
2023-09-19 19:11:33,0.00000,0.00000
2023-09-19 19:11:34,0.00000,0.00000
2023-09-19 19:11:35,0.00000,0.00000
2023-09-19 19:11:36,0.00000,0.00000
2023-09-19 19:11:37,0.00000,0.00000
2023-09-19 19:11:38,0.00000,0.00000
2023-09-19 19:11:39,0.00000,0.00000
2023-09-19 19:11:40,0.00000,0.00000
2023-09-19 19:11:41,0.00000,0.00000
2023-09-19 19:11:42,0.00000,0.00000
2023-09-19 19:11:43,0.00000,0.00000
2023-09-19 19:11:44,0.00000,0.00000
2023-09-19 19:11:45,0.00000,0.00000
2023-09-19 19:11:46,0.00000,0.00000
2023-09-19 19:11:47,0.00000,0.00000
2023-09-19 19:11:48,0.00000,0.00000
2023-09-19 19:11:49,0.00000,0.00000
2023-09-19 19:11:50,0.00000,0.00000
2023-09-19 19:11:51,0.00000,0.00000
2023-09-19 19:11:52,0.00000,0.00000
2023-09-19 19:11:53,0.00251,0.03358
2023-09-19 19:11:54,0.00000,0.00000
