Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 19:10:24,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:10:25,0.25500,3.44197,3.44197,0.00000
2023-09-19 19:10:26,0.25500,3.44197,3.44197,0.00000
2023-09-19 19:10:27,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:10:28,0.25377,3.43639,3.43639,0.00000
2023-09-19 19:10:29,0.25750,3.45331,3.45331,0.00000
2023-09-19 19:10:30,0.25126,3.42500,3.42500,0.00000
2023-09-19 19:10:31,0.31000,3.69137,3.69137,0.00000
2023-09-19 19:10:32,0.25313,3.43351,3.43351,0.00000
2023-09-19 19:10:33,0.25871,3.45878,3.45878,0.00000
2023-09-19 19:10:34,0.25500,3.44197,3.44197,0.00000
2023-09-19 19:10:35,0.26884,3.50475,3.50475,0.00000
2023-09-19 19:10:36,0.25313,3.43351,3.43351,0.00000
2023-09-19 19:10:37,0.25815,3.45623,3.45623,0.00000
2023-09-19 19:10:38,0.27431,3.52955,3.52955,0.00000
