Date,CPU Utilization,Total Power,CPU Power,GPU Power,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
2023-10-03 00:46:19,0.26952,3.50782,3.50782,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:20,0.2575,3.45331,3.45331,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:21,0.25815,3.45623,3.45623,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:22,0.28429,3.57478,3.57478,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:23,0.25879,3.45918,3.45918,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:24,0.25628,3.44778,3.44778,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:25,0.25313,3.43351,3.43351,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:26,0.25815,3.45623,3.45623,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:27,0.25815,3.45623,3.45623,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:28,0.2725,3.52132,3.52132,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:29,0.2575,3.45331,3.45331,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:30,0.2575,3.45331,3.45331,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:31,0.25,3.4193,3.4193,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:32,0.255,3.44197,3.44197,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:33,0.25313,3.43351,3.43351,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:34,0.2525,3.43064,3.43064,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:35,0.25686,3.4504,3.4504,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:36,0.25,3.4193,3.4193,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:37,0.2575,3.45331,3.45331,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:38,0.255,3.44197,3.44197,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:39,0.25,3.4193,3.4193,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:40,0.25313,3.43351,3.43351,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:41,0.25871,3.45878,3.45878,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:42,0.25,3.4193,3.4193,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:43,0.25377,3.43639,3.43639,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:44,0.25564,3.44487,3.44487,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:45,0.25063,3.42214,3.42214,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:46,0.255,3.44197,3.44197,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:47,0.255,3.44197,3.44197,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:48,0.25063,3.42214,3.42214,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:49,0.25564,3.44487,3.44487,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:50,0.255,3.44197,3.44197,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:51,0.25,3.4193,3.4193,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:52,0.255,3.44197,3.44197,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
2023-10-03 00:46:53,0.2575,3.45331,3.45331,0.0,1.0000417722248784,49.0,5.494140625,159.20224000000002,0.25917847826086954,0.13315321639184202
