,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
65,huffman-txt-small-high-16,1.672831460473567,1.0,3901.3271484375,6.7909,0.24474,2347.3620494427
66,huffman-txt-small-high-17,1.6784703733352175,1.0,3591.3232421875,6.73427,0.238495,2236.066384900252
67,huffman-txt-small-high-18,1.6816718965488449,2.0,4225.4990234375,10.23476,0.2483,1662.737237258278
68,huffman-txt-small-high-19,1.681164274947349,1.0,3920.0478515625,6.78099,0.24365,2372.6400052559748
69,huffman-txt-small-high-20,1.6803356013260091,1.0,3984.1083984375,6.79137,0.24479,2396.5146151145946
70,huffman-txt-small-high-21,1.6857501334083178,1.0,3820.0380859375,6.77956,0.2434899999999999,2314.1156240074715
71,huffman-txt-small-high-22,1.6819557124854088,1.0,3784.30078125,6.78076,0.24362,2290.8377728161668
72,huffman-txt-small-high-23,1.686808349813698,2.0,4262.734375,10.18827,0.24488,1708.5768153301224
73,huffman-txt-small-high-24,1.67615098048833,2.0,4011.771484375,10.21163,0.2466,1593.1183657796682
74,huffman-txt-small-high-25,1.6660026541207396,2.0,3820.3349609375,10.83368,0.2923266666666667,1206.3046583704506
75,huffman-txt-small-high-26,1.671455089553841,1.0,3756.76171875,7.2041900000000005,0.290315,1796.2178838604175
76,huffman-txt-small-high-27,1.6743140717801517,1.0,3956.8486328125,6.8039,0.246175,2362.3680933264477
77,huffman-txt-small-high-28,1.6811168505299017,1.0,4002.2685546875,6.8039,0.246175,2389.485272727524
78,huffman-txt-small-high-29,1.6694685500190396,1.0,3617.47265625,6.85039,0.2512999999999999,2101.34553441997
79,huffman-txt-small-high-30,1.6752163541799203,1.0,3612.103515625,6.78192,0.24375,2185.057655936478
80,huffman-txt-small-high-31,1.6764009041312262,1.0,3783.86328125,6.78076,0.24362,2290.5729308853743
81,huffman-txt-small-high-32,1.6781625353126928,2.0,3952.72265625,10.12698,0.2403733333333333,1623.7909057126642
82,huffman-txt-small-high-33,1.6778501180561685,1.0,3652.2412109375,6.80367,0.24615,2180.802677786181
83,huffman-txt-small-high-34,1.6890883105649752,2.0,4260.2763671875,10.1885,0.2448966666666666,1707.4368467128568
84,huffman-txt-small-high-35,1.680159556286224,1.0,3693.9990234375,6.79233,0.2449,2220.696528020977
85,huffman-txt-small-high-36,1.6723487709370048,2.0,4133.7177734375,10.20925,0.2464233333333333,1643.1043880646669
86,huffman-txt-small-high-37,1.695171817512621,1.0,3899.2431640625,6.75809,0.24112,2392.8920858659408
87,huffman-txt-small-high-38,1.6800468539229436,1.0,3777.091796875,6.827030000000001,0.248725,2224.36620949378
88,huffman-txt-small-high-39,1.6861059998109444,2.0,4259.9658203125,10.22297,0.2474333333333333,1684.1114261249168
89,huffman-txt-small-high-40,1.688868095148374,1.0,3809.6484375,7.49794,0.322705,1574.4803493068955
90,huffman-txt-small-high-41,1.6818550273749369,1.0,4037.4560546875,6.815,0.2474,2394.6511390878936
91,huffman-txt-small-high-42,1.6709145366079474,1.0,3691.2119140625,7.34636,0.30599,1642.061953728863
92,huffman-txt-small-high-43,1.683352130721549,1.0,3698.076171875,6.78099,0.24365,2238.28988831786
93,huffman-txt-small-high-44,1.6766801880276312,1.0,3700.61328125,6.79233,0.2449,2224.6727768684896
94,huffman-txt-small-high-45,1.6668174824874296,1.0,3788.12890625,6.75763,0.24107,2325.343800459542
95,huffman-txt-small-high-46,1.690648097099103,2.0,4062.6962890625,10.19791,0.24559,1622.1555749717982
96,huffman-txt-small-high-47,1.6699677802327568,1.0,4018.0146484375,6.79042,0.24469,2418.235863960481
97,huffman-txt-small-high-48,1.6941697907533648,1.0,3826.4638671875,6.7921,0.24487,2300.689254341087
98,huffman-txt-small-high-49,1.6895652985848162,1.0,3995.453125,6.780760000000001,0.24362,2418.659474325153
99,huffman-txt-small-high-50,1.6810419873458016,1.0,3813.0869140625,6.8145,0.24734,2262.290398017458
100,huffman-txt-large-low-1,1.7548690164532912,9.0,16495.1640625,34.250609999999995,0.25127,1916.671517188822
101,huffman-txt-large-low-2,1.75341450287016,9.0,16345.0576171875,35.3502,0.275521,1678.1851530213903
102,huffman-txt-large-low-3,1.75230367564473,9.0,16636.5625,34.85028,0.264495,1804.844779535872
103,huffman-txt-large-low-4,1.7525424316602016,10.0,17376.880859375,37.60188,0.2497909090909091,1850.0592434222808
104,huffman-txt-large-low-5,1.7518766758962458,10.0,18809.8662109375,37.62387,0.2502318181818181,1997.927432067896
105,huffman-txt-large-low-6,1.7553274687328535,10.0,18092.0859375,37.60097,0.2497727272727272,1926.391606822338
106,huffman-txt-large-low-7,1.742053774240872,10.0,18358.2255859375,39.03231999999999,0.2784690909090909,1688.9987942423743
107,huffman-txt-large-low-8,1.7544264548818267,11.0,19788.6552734375,41.191,0.2529291666666666,1899.393879937015
108,huffman-txt-large-low-9,1.7483920855515958,11.0,19561.8896484375,41.00893,0.2495833333333333,1911.2468652217376
109,huffman-txt-large-low-10,1.7520156809687528,9.0,17371.75390625,34.23977,0.251031,2021.0891635858416
110,huffman-txt-large-low-11,1.7382677131564606,12.0,20496.7666015625,45.17664,0.2623115384615385,1729.6332838448463
111,huffman-txt-large-low-12,1.7512849306429716,10.0,17823.310546875,38.22721000000001,0.2623281818181818,1777.341258809038
112,huffman-txt-large-low-13,1.7393135507464532,9.0,16861.7255859375,34.19346,0.2500099999999999,1972.4299493402243
113,huffman-txt-large-low-14,1.751220907372807,9.0,16462.0546875,34.204350000000005,0.25025,1923.218430219733
114,huffman-txt-large-low-15,1.7506547974022186,9.0,16278.716796875,34.18073,0.24973,1907.07650995629
115,huffman-txt-large-low-16,1.600994967926748,10.0,15310.1513671875,38.55043,0.2688081818181818,1477.432929424985
116,huffman-txt-large-low-17,1.754637466243736,12.0,21413.9951171875,45.11117,0.2612007692307692,1817.3524326318927
117,huffman-txt-large-low-18,1.7532706850405353,9.0,16876.7685546875,34.135169999999995,0.248725,1987.7775665699328
118,huffman-txt-large-low-19,1.7532586281877518,11.0,19152.5517578125,40.38191,0.2380599999999999,1992.2936872282528
119,huffman-txt-large-low-20,1.7490421320699672,10.0,18443.9423828125,37.60074,0.2497681818181818,1963.9039892330163
120,huffman-txt-large-low-21,1.7492774077268398,9.0,15616.4755859375,35.35946,0.275724,1601.7798731580172
121,huffman-txt-large-low-22,1.7518385622719048,10.0,17716.0625,38.25846,0.2629545454545454,1760.998705402225
122,huffman-txt-large-low-23,1.7342190572079534,11.0,19380.9775390625,41.07695,0.2508333333333333,1881.0149156025088
123,huffman-txt-large-low-24,1.7527531942889931,8.0,15870.6455078125,30.76236,0.2497222222222222,2065.940217013376
124,huffman-txt-large-low-25,1.751177082662668,10.0,17660.25390625,37.57737,0.2492999999999999,1885.1602932663536
125,huffman-txt-large-low-26,1.7543501298655582,10.0,17746.3173828125,38.792640000000006,0.2736645454545454,1671.6308292808794
126,huffman-txt-large-low-27,1.7532626198225196,10.0,18784.484375,37.77147,0.2531909090909091,1964.2071297088637
127,huffman-txt-large-low-28,1.7007342890732997,9.0,15890.4501953125,34.65848,0.260265,1761.6146788969545
128,huffman-txt-large-low-29,1.7417013910363506,10.0,17871.6962890625,37.99195,0.2576109090909091,1826.0385433403965
129,huffman-txt-large-low-30,1.7507354301796172,9.0,16988.931640625,34.181439999999995,0.249745,1990.1183852090624
130,huffman-txt-large-low-31,1.7520365017126207,10.0,17466.8056640625,39.40294,0.2859,1550.4961978368597
131,huffman-txt-large-low-32,1.7475113013020236,10.0,17854.4716796875,37.7518,0.2527963636363636,1870.848059104663
132,huffman-txt-large-low-33,1.755513642902372,10.0,17537.3154296875,37.56694,0.2490909090909091,1874.128713227724
133,huffman-txt-large-low-34,1.6237653913987824,17.0,25697.515625,60.85835000000001,0.2415577777777777,1748.0342577386846
134,huffman-txt-large-low-35,1.6826769947037887,10.0,17844.5986328125,38.6448,0.2707,1705.7974635788423
135,huffman-txt-large-low-36,1.6517555228380207,12.0,19413.583984375,44.49781,0.2507961538461538,1739.5872245693597
136,huffman-txt-large-low-37,1.7583189551085523,9.0,17342.0546875,34.193,0.25,2028.725726025795
137,huffman-txt-large-low-38,1.752586973665085,11.0,18829.58203125,40.93272,0.2481825,1853.527014936432
138,huffman-txt-large-low-39,1.7528228350124462,10.0,18363.4140625,38.31814,0.2641509090909091,1814.2490209412224
139,huffman-txt-large-low-40,1.764677505023638,21.0,32884.724609375,73.71772999999999,0.2348945454545455,1899.1065154154403
140,huffman-txt-large-low-41,1.979834863036262,30.0,58502.486328125,105.34896999999997,0.2453806451612903,2263.0999026558097
141,huffman-txt-large-low-42,1.6858958956427748,11.0,18250.865234375,42.69778,0.28062,1523.2091601228617
142,huffman-txt-large-low-43,2.079090302215943,32.0,70709.224609375,112.84003,0.250020303030303,2506.326261330259
143,huffman-txt-large-low-44,1.7560757039050614,11.0,20093.9677734375,41.19145999999999,0.2529375,1928.6139075398764
144,huffman-txt-large-low-45,2.00925659365378,35.0,57629.3251953125,119.41189,0.2704691176470589,1784.3427386018611
145,huffman-txt-large-low-46,1.7522524969372797,22.0,38556.759765625,79.50566,0.2582630434782609,1877.76058047528
146,huffman-txt-large-low-47,1.6910178585134912,10.0,17188.046875,38.24758,0.2627363636363636,1710.4184907436938
147,huffman-txt-large-low-48,1.7495982237556826,9.0,17178.5673828125,34.40627,0.254703,1960.2672729762608
148,huffman-txt-large-low-49,1.7522951118437131,10.0,18152.2587890625,37.63567,0.2504681818181818,1925.6549015218675
149,huffman-txt-large-low-50,1.7504300892034077,9.0,16526.8427734375,34.1819,0.249755,1935.884777300906
150,huffman-txt-large-high-1,1.682249768115293,11.0,16812.0234375,38.3644,0.2650790909090909,1653.164626182826
151,huffman-txt-large-high-2,1.684896301822556,9.0,15377.1044921875,34.85142,0.26452,1667.9981846740914
152,huffman-txt-large-high-3,1.690744219675825,8.0,15280.875,30.87273,0.2524266666666667,1960.8210292599
153,huffman-txt-large-high-4,1.6833305640539824,8.0,14530.529296875,30.75125,0.24945,1894.240649619399
154,huffman-txt-large-high-5,1.6737152502571988,8.0,12612.421875,27.37753,0.2506375,1838.0536159240987
155,huffman-txt-large-high-6,1.704354446715424,9.0,15544.4072265625,34.30659,0.252505,1794.4304517741014
156,huffman-txt-large-high-7,1.686414508997968,9.0,14924.6181640625,35.14269,0.2709439999999999,1567.4319289237983
157,huffman-txt-large-high-8,1.6766217170936584,9.0,14911.9814453125,34.29734,0.252301,1723.2803821013204
158,huffman-txt-large-high-9,1.6818371606917937,8.0,13953.9013671875,30.81882,0.2511055555555555,1803.1145639219133
159,huffman-txt-large-high-10,1.6903484092176249,8.0,14350.3505859375,30.76214,0.2497166666666666,1868.0927620436305
160,huffman-txt-large-high-11,1.693620134341948,10.0,15201.48046875,34.22958,0.250807,1770.698673990482
161,huffman-txt-large-high-12,1.699856875891161,8.0,13965.23046875,31.81593,0.2755388888888889,1593.0176294339944
162,huffman-txt-large-high-13,1.679958891397453,9.0,15780.072265625,34.8144,0.263704,1718.831703128072
163,huffman-txt-large-high-14,1.699813796247506,9.0,15236.6220703125,34.28805,0.252096,1762.706287535268
164,huffman-txt-large-high-15,1.6835977830506554,9.0,15210.9619140625,34.20458,0.250255,1777.009107232936
165,huffman-txt-large-high-16,1.6421342650049693,8.0,13555.537109375,30.81973,0.2511277777777778,1751.4314620309926
166,huffman-txt-large-high-17,1.680238385217863,11.0,18112.3095703125,42.15433,0.2706333333333333,1587.6338673737826
167,huffman-txt-large-high-18,1.6916471151614676,8.0,13990.48046875,31.44321,0.2664055555555555,1670.1769127148675
168,huffman-txt-large-high-19,1.682633069229223,10.0,16459.28125,37.68148,0.2513872727272727,1737.5592706130778
169,huffman-txt-large-high-20,1.6964733208622538,9.0,16050.216796875,34.15829,0.249235,1885.2795276784277
170,huffman-txt-large-high-21,1.6975541633543338,8.0,13764.4677734375,30.79706,0.2505722222222222,1783.6812193925125
171,huffman-txt-large-high-22,1.68020434450228,10.0,16365.958984375,38.76881,0.2731863636363636,1545.2543344857502
172,huffman-txt-large-high-23,1.6929241243583948,7.0,13358.091796875,27.87584,0.264375,1812.575376032176
173,huffman-txt-large-high-24,1.6730642446796715,13.0,21525.9150390625,48.05205,0.2528642857142857,1771.5858675635984
174,huffman-txt-large-high-25,1.6869356376577649,9.0,15675.46875,34.204339999999995,0.25025,1831.3242051808568
175,huffman-txt-large-high-26,1.669912297140662,9.0,15035.40234375,34.18167,0.24975,1761.2308347189062
176,huffman-txt-large-high-27,1.6862181289073397,9.0,14999.0107421875,35.452929999999995,0.277786,1523.000790755473
177,huffman-txt-large-high-28,1.6877328180274618,9.0,15902.72265625,34.77091,0.262745,1740.6881299804782
178,huffman-txt-large-high-29,1.6887733101429918,8.0,13706.4873046875,30.77347,0.2499944444444444,1781.637481904128
179,huffman-txt-large-high-30,1.6488482193128302,9.0,14460.2421875,34.344390000000004,0.2533379999999999,1661.955618346262
180,huffman-txt-large-high-31,1.689808436683388,9.0,15230.8955078125,34.22746,0.25076,1774.5674282235043
181,huffman-txt-large-high-32,1.6866588945589291,9.0,15918.947265625,34.61809,0.259374,1772.9022930674814
182,huffman-txt-large-high-33,1.6556228828946795,9.0,14884.0185546875,35.17691,0.271699,1557.3078584913003
183,huffman-txt-large-high-34,1.6741507757611582,11.0,18343.3759765625,41.27775,0.2545241666666666,1745.9597480101536
184,huffman-txt-large-high-35,1.6898632406080742,9.0,15474.6005859375,34.20458,0.250255,1807.808495436489
185,huffman-txt-large-high-36,1.687991559315134,8.0,13278.9580078125,30.69295,0.2480211111111111,1744.3624001784808
186,huffman-txt-large-high-37,1.673720524865599,9.0,15372.533203125,34.1583,0.249235,1805.6773948110656
187,huffman-txt-large-high-38,1.683183285287478,8.0,14373.3056640625,31.49573,0.2676922222222222,1704.7834856123795
188,huffman-txt-large-high-39,1.6856804407278425,10.0,16365.828125,38.24505,0.2626854545454545,1629.0211661164574
189,huffman-txt-large-high-40,1.6927718196404928,7.0,12953.1220703125,27.34283,0.24968125,1897.339578200656
190,huffman-txt-large-high-41,1.6975893412976304,9.0,15126.5361328125,34.547889999999995,0.257826,1698.209437649275
191,huffman-txt-large-high-42,1.6707089425422714,8.0,14213.041015625,30.79636,0.2505555555555555,1841.9743777854808
192,huffman-txt-large-high-43,1.6878868565197631,8.0,14180.5517578125,31.86218,0.2766722222222222,1608.6148894146825
193,huffman-txt-large-high-44,1.6580608044653788,10.0,16411.439453125,38.90091,0.2758345454545454,1529.4604736975143
194,huffman-txt-large-high-45,1.6715091521356835,9.0,15558.34375,34.28605,0.252052,1800.345098525147
195,huffman-txt-large-high-46,1.6877260429727037,7.0,12921.71484375,27.34375,0.24970625,1892.485956713424
196,huffman-txt-large-high-47,1.6953077381013155,9.0,15295.283203125,34.204339999999995,0.25025,1786.9081174991336
197,huffman-txt-large-high-48,1.6805704455144928,9.0,15470.5126953125,35.209779999999995,0.2724229999999999,1612.8635376623176
198,huffman-txt-large-high-49,1.6622401892120249,9.0,15675.033203125,34.69155,0.260995,1731.2212636839183
199,huffman-txt-large-high-50,1.6841141570916152,9.0,15452.9208984375,34.21568,0.2505,1802.9250618368665
200,huffman-pdf-small-low-1,1.030367732094921,4.0,414.9306640625,17.03889,0.247458,98.40852747483004
201,huffman-pdf-small-low-2,1.0291122245798092,5.0,427.8095703125,20.32309,0.2429166666666666,86.65695854652212
202,huffman-pdf-small-low-3,1.0282224201844414,4.0,408.2646484375,17.09628,0.24999,95.5251036311261
203,huffman-pdf-small-low-4,1.0298101220212987,4.0,422.9560546875,17.04978,0.247938,100.05375060901731
204,huffman-pdf-small-low-5,1.0287466940047894,4.0,416.392578125,17.66193,0.274938,85.74919499826846
205,huffman-pdf-small-low-6,1.0298848056753112,4.0,428.71484375,17.59367,0.271928,89.61034522197603
206,huffman-pdf-small-low-7,1.0275769550504292,4.0,387.2216796875,17.163809999999998,0.2529679999999999,89.18265123992005
207,huffman-pdf-small-low-8,1.028008924181538,4.0,398.3251953125,17.015069999999998,0.246408,95.00560631172172
208,huffman-pdf-small-low-9,1.0300326147922971,4.0,423.544921875,17.03866,0.2474479999999999,100.45697452144498
209,huffman-pdf-small-low-10,1.0276891478484105,5.0,418.7880859375,20.45819,0.2478816666666666,82.58148777082627
210,huffman-pdf-small-low-11,1.0281174801366115,5.0,425.703125,20.43437,0.2470066666666666,84.34064355228583
211,huffman-pdf-small-low-12,1.028662244111667,4.0,421.255859375,17.10737,0.25048,98.30817900512164
212,huffman-pdf-small-low-13,1.0313369494801996,4.0,449.1962890625,17.0266,0.246916,106.84617846646606
213,huffman-pdf-small-low-14,1.028968728940698,4.0,430.5400390625,17.598059999999997,0.272122,89.90525922791028
214,huffman-pdf-small-low-15,1.029569470318251,4.0,408.0244140625,17.48493,0.267132,87.35672341987072
215,huffman-pdf-small-low-16,1.0307072673736843,4.0,425.2783203125,17.10783,0.2505,99.23630557229538
216,huffman-pdf-small-low-17,1.029118718141753,4.0,395.5498046875,17.07313,0.248968,93.05602488616675
217,huffman-pdf-small-low-18,1.0298527124033674,4.0,412.07421875,17.049999999999997,0.247948,97.4743731740744
218,huffman-pdf-small-low-19,1.0295362483879278,4.0,415.1953125,17.02686,0.2469279999999999,98.75237239070206
219,huffman-pdf-small-low-20,1.030057667369397,4.0,405.1708984375,17.083280000000002,0.249416,95.09171395859272
220,huffman-pdf-small-low-21,1.0293479134405914,4.0,425.09375,17.04856,0.247886,100.58773241746728
221,huffman-pdf-small-low-22,1.0293860581663148,4.0,404.6416015625,17.03773,0.247408,95.9942148422122
222,huffman-pdf-small-low-23,1.0303695610451644,4.0,424.6484375,17.48702,0.267224,90.87371089466538
223,huffman-pdf-small-low-24,1.0295644485021185,4.0,403.642578125,17.17702,0.25355,92.67989545146358
224,huffman-pdf-small-low-25,1.0290601351651787,4.0,397.623046875,17.08397,0.2494459999999999,93.30527657761635
225,huffman-pdf-small-low-26,1.0282875668903508,4.0,392.390625,17.06037,0.248406,92.59085517869924
226,huffman-pdf-small-low-27,1.02729295640385,4.0,388.083984375,16.99194,0.245388,93.07422605601272
227,huffman-pdf-small-low-28,1.0285359940128007,4.0,399.017578125,17.060609999999997,0.248416,94.14947628711415
228,huffman-pdf-small-low-29,1.028860253393529,4.0,419.3115234375,17.07313,0.248968,98.64614543517072
229,huffman-pdf-small-low-30,1.029786159494903,4.0,429.2041015625,17.01408,0.246364,102.39485757475144
230,huffman-pdf-small-low-31,1.029391653572186,4.0,413.6806640625,17.66215,0.274948,85.18656142386541
231,huffman-pdf-small-low-32,1.0287809765092746,4.0,395.3466796875,17.25404,0.256948,89.17478143759467
232,huffman-pdf-small-low-33,1.0295032123914931,4.0,416.3828125,17.11778,0.250938,96.93462210814224
233,huffman-pdf-small-low-34,1.0284780307129726,4.0,413.72265625,17.05001,0.247948,97.8642465326208
234,huffman-pdf-small-low-35,1.0284862552961762,4.0,410.896484375,17.049999999999997,0.247948,97.19578520437098
235,huffman-pdf-small-low-36,1.0283957671620318,4.0,398.384765625,16.85036,0.2391439999999999,98.8630602269353
236,huffman-pdf-small-low-37,1.0290643104087496,4.0,414.5537109375,17.038439999999998,0.247438,98.32966990142286
237,huffman-pdf-small-low-38,1.0283601086658207,4.0,417.779296875,17.061799999999998,0.248468,98.54885973283103
238,huffman-pdf-small-low-39,1.0283469169891322,4.0,396.3603515625,17.01431,0.246376,94.55346825696462
239,huffman-pdf-small-low-40,1.0290975607856852,5.0,441.546875,21.45553,0.28454,72.3259657217179
240,huffman-pdf-small-low-41,1.0298257835734672,4.0,427.6796875,17.50159,0.267866,91.2270278584323
241,huffman-pdf-small-low-42,1.027690983798854,5.0,416.6923828125,20.58428,0.2525166666666666,80.16592959809643
242,huffman-pdf-small-low-43,1.029011888050399,4.0,410.1748046875,17.05001,0.247948,97.02501809122784
243,huffman-pdf-small-low-44,1.0297480868993727,4.0,410.646484375,17.07195,0.248916,96.63449147286936
244,huffman-pdf-small-low-45,1.0276821622779224,4.0,402.4267578125,17.037219999999998,0.247386,95.48012959089498
245,huffman-pdf-small-low-46,1.0266134821214403,4.0,381.501953125,17.072899999999997,0.248958,89.75597784610792
246,huffman-pdf-small-low-47,1.0294309493402751,4.0,421.63671875,17.07452,0.24903,99.16039605933317
247,huffman-pdf-small-low-48,1.0276397984614147,4.0,394.2138671875,17.408830000000002,0.263774,85.84802883048481
248,huffman-pdf-small-low-49,1.02904599682876,4.0,409.6591796875,17.5474,0.269888,86.5020380573659
249,huffman-pdf-small-low-50,1.0287915926802476,4.0,413.326171875,17.1411,0.251968,95.69931482880077
250,huffman-pdf-small-high-1,1.0096428222269982,2.0,90.349609375,10.22342,0.2474633333333333,35.712414838028344
