,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
244,lzw-pdf-small-low-45,1.3566334135220783,14.0,3927.400390625,51.22101,0.2489933333333333,307.9422806664705
245,lzw-pdf-small-low-46,1.349852873863859,14.0,3814.1787109375,51.55043,0.2538366666666666,291.48377772356
246,lzw-pdf-small-low-47,1.3791303434609097,14.0,4054.2880859375,52.53738,0.2683466666666667,287.57424558531267
247,lzw-pdf-small-low-48,1.3548401627557185,14.0,3838.6865234375,51.16053,0.248104,302.42232433840564
248,lzw-pdf-small-low-49,1.3716336957418582,14.0,3932.3134765625,51.23303000000001,0.24917,308.03661194480344
249,lzw-pdf-small-low-50,1.3686945219381847,15.0,3978.4580078125,56.57063,0.2756625,255.12092020857497
250,lzw-pdf-small-high-1,1.203857110154964,9.0,1601.919921875,34.31861,0.25277,184.6654227484279
251,lzw-pdf-small-high-2,1.1969527322198017,9.0,1599.2646484375,34.27328,0.25177,185.336385257005
252,lzw-pdf-small-high-3,1.199831692466267,9.0,1584.3046875,34.1231,0.2484579999999999,186.86899215253447
253,lzw-pdf-small-high-4,1.2012689641023482,9.0,1494.5478515625,34.19323,0.250005,174.83203092580322
254,lzw-pdf-small-high-5,1.202873579659656,9.0,1606.6787109375,35.38327,0.27625,164.3723582587316
255,lzw-pdf-small-high-6,1.196267894142443,9.0,1504.68359375,34.329950000000004,0.25302,173.2276298933118
256,lzw-pdf-small-high-7,1.1774905962464208,8.0,1295.2216796875,30.7626,0.2497277777777777,168.59869706388537
257,lzw-pdf-small-high-8,1.203457515953374,9.0,1559.0361328125,34.21567,0.2505,181.89610599400945
258,lzw-pdf-small-high-9,1.1940430291666864,9.0,1518.615234375,34.204570000000004,0.250255,177.41112666445477
259,lzw-pdf-small-high-10,1.1955774528759957,9.0,1536.431640625,35.4749,0.2782699999999999,155.64159556592702
260,lzw-pdf-small-high-11,1.1930268132760944,8.0,1425.5,30.92198,0.2536333333333333,181.7580259873747
261,lzw-pdf-small-high-12,1.1991084149244031,9.0,1486.5146484375,34.21591,0.250505,173.430189896369
262,lzw-pdf-small-high-13,1.2062206137032196,9.0,1592.6611328125,33.627379999999995,0.237527,199.3964245451931
263,lzw-pdf-small-high-14,1.198716127962731,8.0,1470.27734375,30.79683,0.2505666666666666,190.53288951867424
264,lzw-pdf-small-high-15,1.2082630835820996,9.0,1591.11328125,35.54221,0.279755,160.0216761014635
265,lzw-pdf-small-high-16,1.2050549556233687,9.0,1590.787109375,34.8736,0.26501,172.12859313137184
266,lzw-pdf-small-high-17,1.2072023919601114,9.0,1615.005859375,34.19324,0.250005,188.92313918234157
267,lzw-pdf-small-high-18,1.1906544777813894,9.0,1497.2822265625,34.02816,0.246365,178.60194890453846
268,lzw-pdf-small-high-19,1.203963545570405,9.0,1598.2109375,34.21614,0.2505099999999999,186.45671016794847
269,lzw-pdf-small-high-20,1.2023325564335658,9.0,1489.537109375,35.67132,0.2826019999999999,147.76001137393348
270,lzw-pdf-small-high-21,1.2004038894461475,9.0,1528.482421875,34.98884,0.267551,163.27674188292366
271,lzw-pdf-small-high-22,1.2143719864589697,10.0,1705.203125,37.63543,0.2504636363636363,180.8983292828536
272,lzw-pdf-small-high-23,1.2034422979768835,9.0,1549.431640625,34.19324,0.250005,181.25227707136824
273,lzw-pdf-small-high-24,1.1968189848102535,9.0,1449.8828125,34.20524,0.25027,169.3680416662883
274,lzw-pdf-small-high-25,1.206689846448074,9.0,1619.423828125,35.508199999999995,0.279005,163.46315671692224
275,lzw-pdf-small-high-26,1.1998020636722655,9.0,1562.638671875,34.963849999999994,0.267,167.38944067692734
276,lzw-pdf-small-high-27,1.2108483285759704,9.0,1656.677734375,34.17077999999999,0.2495099999999999,194.3100156948213
277,lzw-pdf-small-high-28,1.205166588958375,9.0,1523.7958984375,34.193690000000004,0.250015,178.24393637176095
278,lzw-pdf-small-high-29,1.2033332365714489,9.0,1573.296875,34.227239999999995,0.2507549999999999,183.3112835660161
279,lzw-pdf-small-high-30,1.197383971125497,8.0,1399.7626953125,31.49921,0.2677777777777778,165.95113234767013
280,lzw-pdf-small-high-31,1.2005147544669517,9.0,1564.1494140625,34.82781,0.264,170.11716747623169
281,lzw-pdf-small-high-32,1.1995609781076804,9.0,1545.142578125,34.17055,0.249505,181.2330243469243
282,lzw-pdf-small-high-33,1.1951218608207288,9.0,1439.51953125,34.19322,0.250005,168.39487377148706
283,lzw-pdf-small-high-34,1.2019984967160344,9.0,1567.3173828125,34.31794,0.252755,180.69077645889385
284,lzw-pdf-small-high-35,1.1907848481513372,9.0,1438.92578125,34.99022,0.267582,153.68618331242058
285,lzw-pdf-small-high-36,1.1923363368838,9.0,1450.65625,34.8054,0.263505,158.17178795624488
286,lzw-pdf-small-high-37,1.2000485899776026,8.0,1476.357421875,30.88751,0.2527888888888888,189.08219342532252
287,lzw-pdf-small-high-38,1.1927175805607733,9.0,1404.296875,33.80150999999999,0.2413659999999999,172.12610227073347
288,lzw-pdf-small-high-39,1.2035487023976637,9.0,1548.033203125,34.17032,0.2495,181.57693273848727
289,lzw-pdf-small-high-40,1.2023852356212386,8.0,1483.169921875,30.75102,0.2494444444444444,193.3559531544769
290,lzw-pdf-small-high-41,1.202939780217487,9.0,1519.5869140625,35.30417,0.2745049999999999,156.8011631330212
291,lzw-pdf-small-high-42,1.2033694753165494,8.0,1466.6728515625,30.8778,0.2525511111111111,188.07783622456316
292,lzw-pdf-small-high-43,1.199456275175628,9.0,1473.494140625,34.15898,0.2492499999999999,173.06464354593663
293,lzw-pdf-small-high-44,1.2005466511500116,9.0,1536.81640625,34.19322,0.250005,179.7766540310143
294,lzw-pdf-small-high-45,1.191198511458392,9.0,1459.076171875,34.215909999999994,0.250505,170.22897004582578
295,lzw-pdf-small-high-46,1.2032733244061675,10.0,1604.8837890625,39.68567,0.2915672727272727,138.6982875221236
296,lzw-pdf-small-high-47,1.1944966767994778,8.0,1429.1083984375,30.93287,0.2539,181.96265048659328
297,lzw-pdf-small-high-48,1.1930918238882753,8.0,1368.0966796875,30.75102,0.2494444444444444,178.35423548371145
298,lzw-pdf-small-high-49,1.2002997142223728,9.0,1515.8193359375,34.015629999999994,0.246088,181.08333616935835
299,lzw-pdf-small-high-50,1.1977499844921975,9.0,1506.7861328125,34.20503,0.250265,176.01979951415464
300,lzw-pdf-large-low-1,1.4270192972307985,26.0,7278.3837890625,94.58990999999996,0.2685314814814815,286.5463838305761
301,lzw-pdf-large-low-2,1.413369968139872,22.0,6231.0654296875,78.65592999999998,0.2501152173913043,316.7311120290825
302,lzw-pdf-large-low-3,1.4097832999219484,23.0,6310.453125,83.73724999999999,0.2653825,283.96810932016155
303,lzw-pdf-large-low-4,1.4088225158687493,23.0,6388.2294921875,82.13191,0.25063125,310.3368636669371
304,lzw-pdf-large-low-5,1.3899115212829447,22.0,5868.5849609375,79.91283999999999,0.2621673913043478,280.11615635583263
305,lzw-pdf-large-low-6,1.4049003697693203,24.0,6403.23046875,85.9844,0.2544276,292.6949619233952
306,lzw-pdf-large-low-7,1.4036587007057522,23.0,6168.73828125,81.38419999999999,0.2437608333333333,310.9512595389447
307,lzw-pdf-large-low-8,1.4468827301866076,22.0,6623.6015625,80.69664,0.2696826086956522,304.35876078258855
308,lzw-pdf-large-low-9,1.4823437783573032,30.0,9582.3828125,106.14659999999998,0.2510548387096774,359.5827362221975
309,lzw-pdf-large-low-10,1.4558282047347302,29.0,8400.75,104.47604,0.2639456666666666,304.6399260443736
310,lzw-pdf-large-low-11,1.433445037706907,22.0,6335.78125,78.68994,0.2504413043478261,321.49557751389915
311,lzw-pdf-large-low-12,1.453047570534088,22.0,6564.453125,81.04714,0.2730434782608695,296.6395473396187
312,lzw-pdf-large-low-13,1.410102696299833,25.0,6790.41796875,88.60049,0.2474438461538461,309.7303233035572
313,lzw-pdf-large-low-14,1.409400372223779,23.0,6130.095703125,83.84441,0.2663675,274.4807597310604
314,lzw-pdf-large-low-15,1.4978511577910445,22.0,7229.4736328125,78.83708000000001,0.2518521739130435,364.108186736037
315,lzw-pdf-large-low-16,1.4018349535086911,24.0,6526.818359375,86.20635000000001,0.2563852,295.3039917285502
316,lzw-pdf-large-low-17,1.4475732108994392,24.0,7077.455078125,86.86667,0.26221,310.7239274892645
317,lzw-pdf-large-low-18,1.4270782691381598,23.0,6537.03515625,81.60936,0.2458295833333333,325.8417304802959
318,lzw-pdf-large-low-19,1.4412461062727375,25.0,7134.3798828125,91.02282999999998,0.2679907692307692,292.47318936633474
319,lzw-pdf-large-low-20,1.4740948267677527,27.0,8046.310546875,95.11085,0.2450410714285714,345.2453551875715
320,lzw-pdf-large-low-21,1.458326689226384,25.0,7398.9951171875,91.85541,0.2750526923076923,292.85463392863693
321,lzw-pdf-large-low-22,1.4686475297875918,28.0,8577.5458984375,99.2284,0.2505224137931034,345.04876274916063
322,lzw-pdf-large-low-23,1.4605231319033978,27.0,8043.91796875,97.9306,0.2672503571428571,307.348376534106
323,lzw-pdf-large-low-24,1.467139542617511,25.0,7580.48046875,88.86732999999998,0.2497076923076923,341.603789611782
324,lzw-pdf-large-low-25,1.400006208655199,23.0,6090.3828125,84.05140999999999,0.2682695833333333,270.1022196315104
325,lzw-pdf-large-low-26,1.3999256845162946,22.0,5988.974609375,78.62145000000001,0.2497847826086956,304.96180253988314
326,lzw-pdf-large-low-27,1.4558429139626694,21.0,6502.4736328125,76.12868999999999,0.2590631818181818,329.70425194836434
327,lzw-pdf-large-low-28,1.4268369907202043,23.0,6523.310546875,82.83474,0.2570895833333333,306.31697185932603
328,lzw-pdf-large-low-29,1.4906484293893576,25.0,7857.1826171875,88.29109999999997,0.2448199999999999,363.498837201348
329,lzw-pdf-large-low-30,1.4368685704678563,24.0,6719.48828125,87.28961999999999,0.2659412,289.45961085597315
330,lzw-pdf-large-low-31,1.4021035481157866,20.0,5351.44140625,71.88487,0.2508357142857142,296.78634202723447
331,lzw-pdf-large-low-32,1.5028036881720388,22.0,7375.9150390625,79.90033999999997,0.2620473913043478,352.27955377515946
332,lzw-pdf-large-low-33,1.4375262554904071,23.0,6548.095703125,82.18315,0.2511016666666666,317.3091820289097
333,lzw-pdf-large-low-34,1.398779466798076,23.0,5969.6982421875,82.72944,0.2561216666666666,281.73835531784874
334,lzw-pdf-large-low-35,1.4551294009427058,23.0,6633.087890625,82.33525,0.2524995833333333,319.057734830628
335,lzw-pdf-large-low-36,1.4691792963197448,26.0,7927.4833984375,92.18701,0.2489048148148148,345.4874804069883
336,lzw-pdf-large-low-37,1.4268717527421289,25.0,7134.4443359375,90.53620999999998,0.2638630769230769,298.64773214511604
337,lzw-pdf-large-low-38,1.4241941510081797,23.0,6404.0673828125,81.44967,0.2443620833333333,321.76051227934903
338,lzw-pdf-large-low-39,1.4307614764800551,23.0,6615.087890625,84.10485,0.2687604166666666,292.6505013486381
339,lzw-pdf-large-low-40,1.3891063650951323,22.0,5967.462890625,78.72395,0.2507673913043478,302.28165272945546
340,lzw-pdf-large-low-41,1.4195691332166245,24.0,6633.9091796875,87.33499,0.2663412,285.19564838456284
341,lzw-pdf-large-low-42,1.42185127167151,24.0,6849.7333984375,85.85701999999999,0.2533035999999999,314.9607934091577
342,lzw-pdf-large-low-43,1.458985716698049,27.0,8032.1630859375,96.99551,0.2598853571428571,318.63910713258605
343,lzw-pdf-large-low-44,1.4400216447840104,25.0,7201.7861328125,89.15283,0.2521292307692308,320.3921654812203
344,lzw-pdf-large-low-45,1.4251683232667849,23.0,6480.2744140625,81.31712999999999,0.2431445833333333,327.7530604215835
345,lzw-pdf-large-low-46,1.3917383052862728,21.0,5621.5166015625,76.72327,0.2650231818181818,276.46650945122303
346,lzw-pdf-large-low-47,1.3874272836102377,22.0,5808.2939453125,78.73764999999999,0.2508991304347826,294.0133037108488
347,lzw-pdf-large-low-48,1.4421567797272343,26.0,7128.7236328125,90.57565999999998,0.2641973076923077,297.90094668629126
348,lzw-pdf-large-low-49,1.4251525137379588,24.0,6924.3037109375,85.29103999999998,0.2483112,326.9462720218701
349,lzw-pdf-large-low-50,1.4103795584222278,24.0,6381.1015625,87.46466999999998,0.2674856,272.7486364973316
350,lzw-pdf-large-high-1,1.3541250372753169,79.0,16623.1279296875,272.17201,0.2557153164556962,238.84301514052964
351,lzw-pdf-large-high-2,1.3449264434657406,73.0,15065.69921875,252.79785,0.2493133783783783,239.0398638982934
352,lzw-pdf-large-high-3,1.3297465295402358,68.0,13538.2783203125,235.19083,0.247631884057971,232.4537150496425
353,lzw-pdf-large-high-4,1.3350252769319608,70.0,13858.654296875,242.24678999999995,0.2483738028169014,230.333572564215
354,lzw-pdf-large-high-5,1.331576872592957,67.0,13479.3251953125,231.6729,0.2472772058823529,235.29290473095537
355,lzw-pdf-large-high-6,1.3302594746559822,68.0,13492.4560546875,236.52118000000004,0.2518839130434783,226.47514360808535
356,lzw-pdf-large-high-7,1.3669511139103572,81.0,17551.396484375,282.36354000000006,0.2553275609756097,243.4475242560852
357,lzw-pdf-large-high-8,1.3605787739813204,68.0,14610.5498046875,239.65286999999995,0.2618933333333333,232.78740626294572
358,lzw-pdf-large-high-9,1.3430972667756391,67.0,12946.8564453125,230.1074,0.2422004411764706,232.3051390486456
359,lzw-pdf-large-high-10,1.349455402119767,71.0,14934.7587890625,245.92776,0.2491977777777778,243.69492973694577
360,lzw-pdf-large-high-11,1.3581248994017834,74.0,15896.37109375,255.69216,0.2477788,250.90911313078877
361,lzw-pdf-large-high-12,1.3454015918268716,71.0,14304.6962890625,242.87202,0.2503159154929578,235.294996959282
362,lzw-pdf-large-high-13,1.3383045231878397,78.0,15628.5595703125,271.77643,0.2546107594936709,225.85536459861552
363,lzw-pdf-large-high-14,1.3345675066095497,72.0,14328.4833984375,250.30293,0.2520964383561643,227.0740894937913
364,lzw-pdf-large-high-15,1.3559967066529794,73.0,15753.26171875,250.03146,0.2512764383561643,250.7402553263152
365,lzw-pdf-large-high-16,1.3630591556150584,79.0,17250.6494140625,277.67342,0.26138325,237.6804089866208
366,lzw-pdf-large-high-17,1.326279524279666,63.0,12527.791015625,219.35764,0.2518001562499999,226.8118493640168
367,lzw-pdf-large-high-18,1.3352473024511209,63.0,12778.0498046875,216.17655,0.2526626984126984,233.94559107063284
368,lzw-pdf-large-high-19,1.3370752432528736,65.0,13081.2548828125,224.31783,0.2570004615384615,226.90899353592675
369,lzw-pdf-large-high-20,1.3340508506503,62.0,12403.3935546875,214.7415,0.2476392063492063,233.24113065293855
370,lzw-pdf-large-high-21,1.333994689628457,66.0,12832.0107421875,224.66162,0.2466178787878788,231.60144800856824
371,lzw-pdf-large-high-22,1.32873634049111,61.0,12315.564453125,212.63418,0.2522677419354838,229.5934663120806
372,lzw-pdf-large-high-23,1.3216428597745404,61.0,12037.796875,211.5982,0.2485829032258064,228.8567814696189
373,lzw-pdf-large-high-24,1.3305741063253127,67.0,13742.9921875,233.58742,0.2534864705882353,232.1010286403753
374,lzw-pdf-large-high-25,1.350300549588344,79.0,16679.8740234375,275.86339,0.256393875,235.82565607998876
375,lzw-pdf-large-high-26,1.3503434892518378,96.0,18132.484375,334.46469,0.256348969072165,211.4829994470653
376,lzw-pdf-large-high-27,1.3559985278247515,75.0,15653.939453125,262.01966,0.2562469736842105,233.1476411820734
377,lzw-pdf-large-high-28,1.383733358528671,94.0,19037.9150390625,328.05335,0.2574746315789474,225.3930196431115
378,lzw-pdf-large-high-29,1.337565844638103,72.0,14622.7412109375,249.88676,0.2508393150684931,233.2866795677472
379,lzw-pdf-large-high-30,1.3218659708325289,66.0,12961.11328125,228.32609,0.2474752238805969,229.3797320076168
380,lzw-pdf-large-high-31,1.3588987939190298,101.0,19525.703125,349.20528000000013,0.2509442156862745,222.8171888401677
381,lzw-pdf-large-high-32,1.3503921360063686,81.0,16342.1455078125,280.96492000000006,0.2515659756097561,231.20917898800275
382,lzw-pdf-large-high-33,1.325886599062099,67.0,12814.76171875,233.54756,0.2533573529411765,216.57169121133197
383,lzw-pdf-large-high-34,1.3150959367234634,62.0,11964.3447265625,216.25025,0.2529204761904762,218.7501244454205
384,lzw-pdf-large-high-35,1.3277019384229205,65.0,12804.998046875,226.46563,0.2526457575757576,223.80264081935303
385,lzw-pdf-large-high-36,1.3331828792261584,69.0,13323.8544921875,238.38442,0.2578391304347826,216.7720004039649
386,lzw-pdf-large-high-37,1.3444982378394308,75.0,15389.7119140625,261.77252,0.2555298684210526,230.0725282903642
387,lzw-pdf-large-high-38,1.349771097312472,79.0,16616.6240234375,273.86181,0.250875875,241.85352357152811
388,lzw-pdf-large-high-39,1.3444943540938323,68.0,14178.7470703125,235.54296999999997,0.2487573913043478,241.9868212887682
389,lzw-pdf-large-high-40,1.3322913033888828,92.0,16160.6474609375,318.96788000000004,0.2523069892473118,200.8086993737508
390,lzw-pdf-large-high-41,1.354805290635333,98.0,18564.7890625,338.83798999999993,0.2584308163265306,212.00867059164156
391,lzw-pdf-large-high-42,1.3483278021003404,73.0,15136.0703125,255.03116,0.255969054054054,231.86352106655536
392,lzw-pdf-large-high-43,1.3568912749613942,77.0,16211.23828125,268.37295,0.2547146153846154,237.1502484726895
393,lzw-pdf-large-high-44,1.3322141527914748,65.0,13196.296875,226.89132,0.2540678787878788,228.92036717176816
394,lzw-pdf-large-high-45,1.370815711020967,81.0,17318.3662109375,283.37650999999994,0.2580518292682927,236.82968075987068
395,lzw-pdf-large-high-46,1.3426128570865423,91.0,16686.6025390625,315.55679,0.2523520652173913,209.5480041296194
396,lzw-pdf-large-high-47,1.3549689032120082,98.0,18509.7529296875,338.6382900000001,0.2502840404040404,218.3893230186964
397,lzw-pdf-large-high-48,1.345322844126578,91.0,16755.103515625,312.47777,0.2532023076923076,211.76799714572445
398,lzw-pdf-large-high-49,1.343504925541516,75.0,15400.7890625,259.41306000000003,0.2486831578947368,238.72877105926275
399,lzw-pdf-large-high-50,1.3262083874403283,67.0,13383.6025390625,232.35482,0.2494888235294118,230.8714601058486
400,lzw-jpg-small-low-1,1.1050146417031712,17.0,1303.3408203125,61.49095,0.2493083333333333,85.01782678218994
401,lzw-jpg-small-low-2,1.1032604248562894,17.0,1264.4091796875,63.42038,0.2729483333333333,73.04295819059615
402,lzw-jpg-small-low-3,1.1033956153991549,16.0,1227.6123046875,58.04804,0.2489611764705882,84.94582623987344
403,lzw-jpg-small-low-4,1.1045855442245711,17.0,1296.9140625,61.40758,0.2482872222222222,85.06185451178725
404,lzw-jpg-small-low-5,1.096332862354371,13.0,1082.876953125,49.78759,0.2802042857142857,77.6217147786921
405,lzw-jpg-small-low-6,1.1033932936251174,17.0,1261.8046875,61.34026,0.2474622222222221,83.12614020415653
406,lzw-jpg-small-low-7,1.1075010467968018,17.0,1379.4658203125,61.31853,0.2471961111111111,91.00758190138411
407,lzw-jpg-small-low-8,1.1079268490746152,17.0,1336.8388671875,63.58879,0.2750111111111111,76.44485512037174
408,lzw-jpg-small-low-9,1.1007754703390389,16.0,1180.728515625,58.22109,0.2512064705882353,80.73073347163992
409,lzw-jpg-small-low-10,1.0951847446735996,13.0,1042.40625,47.00082,0.2363057142857142,93.854985718431
410,lzw-jpg-small-low-11,1.1036362348944164,17.0,1220.6376953125,62.66062,0.2636394444444444,73.88932548695803
411,lzw-jpg-small-low-12,1.0969149200818862,14.0,1129.1640625,52.06337,0.2613773333333333,82.97683180050385
412,lzw-jpg-small-low-13,1.097792319521976,13.0,1119.1591796875,47.697610000000005,0.2472814285714286,94.8863502361916
413,lzw-jpg-small-low-14,1.1077784561598012,18.0,1415.6767578125,64.93054000000001,0.2495805263157894,87.35834365095147
414,lzw-jpg-small-low-15,1.110246791383902,17.0,1417.53515625,63.70494,0.2764338888888888,80.49509997998969
415,lzw-jpg-small-low-16,1.103481470910375,17.0,1271.7880859375,61.49759,0.2493894444444444,82.92368394595412
416,lzw-jpg-small-low-17,1.100377698663598,17.0,1179.8349609375,60.96742,0.2428938888888888,79.67220846638817
417,lzw-jpg-small-low-18,1.101555825319173,16.0,1227.9140625,60.18593,0.276695294117647,73.73458231514981
418,lzw-jpg-small-low-19,1.100521492217642,17.0,1233.6474609375,61.536280000000005,0.2498638888888889,80.23361043733456
419,lzw-jpg-small-low-20,1.0958165372060402,13.0,1088.5224609375,47.85977,0.2498357142857143,91.035811168389
420,lzw-jpg-small-low-21,1.0998568813332017,16.0,1190.7587890625,60.26041,0.2776617647058823,71.16650433559424
421,lzw-jpg-small-low-22,1.1043330563140608,17.0,1287.30078125,61.92703,0.2546511111111111,81.63082871502931
422,lzw-jpg-small-low-23,1.098326741406147,14.0,1116.095703125,51.26681000000001,0.2496666666666666,87.1976093342572
423,lzw-jpg-small-low-24,1.098277272588472,14.0,1144.0361328125,52.61626999999999,0.2695066666666666,80.67708002160161
424,lzw-jpg-small-low-25,1.101453198427606,14.0,1172.3251953125,52.1175,0.2621733333333333,85.7977715492156
425,lzw-jpg-small-low-26,1.099878093013675,16.0,1179.98046875,58.00223,0.2483670588235294,81.90985051060778
426,lzw-jpg-small-low-27,1.0975712472083277,15.0,1133.7685546875,51.17474000000001,0.2483126666666666,89.22157569649895
427,lzw-jpg-small-low-28,1.1009601386072645,16.0,1202.75390625,60.293760000000006,0.2780941176470588,71.73194479238649
428,lzw-jpg-small-low-29,1.096879351335964,13.0,1108.7294921875,47.76679,0.2483707142857142,93.45427154110348
429,lzw-jpg-small-low-30,1.100946035348633,14.0,1155.69921875,50.87949,0.2439719999999999,93.10265885072452
430,lzw-jpg-small-low-31,1.1006018983637496,16.0,1184.416015625,59.48842,0.2676470588235294,74.3891098104416
431,lzw-jpg-small-low-32,1.0980982736442473,13.0,1118.75390625,48.11056000000001,0.2537864285714286,91.6274833843605
432,lzw-jpg-small-low-33,1.0999047364229804,16.0,1169.7724609375,58.0459,0.2489335294117647,80.9555163112542
433,lzw-jpg-small-low-34,1.1046090781508755,16.0,1281.0029296875,58.9901,0.2611823529411764,83.14328137011442
434,lzw-jpg-small-low-35,1.098443055528061,14.0,1146.1005859375,52.97393999999999,0.2747653333333333,78.74056406867786
435,lzw-jpg-small-low-36,1.1001820025093296,16.0,1169.798828125,58.03625,0.2488082352941176,81.01157733555738
436,lzw-jpg-small-low-37,1.1004380824362712,16.0,1189.68359375,58.10521,0.2497029411764705,81.99601374824545
437,lzw-jpg-small-low-38,1.0954044482031742,13.0,1058.46875,50.00184,0.2835785714285714,74.64808038571901
438,lzw-jpg-small-low-39,1.098789203389887,13.0,1100.783203125,47.96112,0.2514321428571428,91.28337336948418
439,lzw-jpg-small-low-40,1.1012570469065746,16.0,1184.390625,58.15169,0.2503058823529412,81.36948447276464
440,lzw-jpg-small-low-41,1.0995604056053985,13.0,1151.654296875,48.70351,0.2631264285714286,89.86641146623249
441,lzw-jpg-small-low-42,1.101084186156915,14.0,1166.1123046875,52.06059,0.2613366666666666,85.70989142776672
442,lzw-jpg-small-low-43,1.0978310209697764,14.0,1133.166015625,50.60303,0.2399079999999999,93.34096549383952
443,lzw-jpg-small-low-44,1.1002377560983432,13.0,1147.5400390625,47.9049,0.2505464285714285,95.609201951884
444,lzw-jpg-small-low-45,1.098203385748294,13.0,1078.26953125,49.25386999999999,0.2717964285714285,80.54586093479544
445,lzw-jpg-small-low-46,1.1078338401065553,17.0,1378.5322265625,61.673,0.2515388888888888,88.86212826185303
446,lzw-jpg-small-low-47,1.0973297907226205,15.0,1133.3037109375,53.59439,0.23464,90.12077724467864
447,lzw-jpg-small-low-48,1.102133073603719,16.0,1220.0322265625,59.61567,0.2692976470588235,75.99382675415971
448,lzw-jpg-small-low-49,1.1035727084342115,16.0,1253.7255859375,58.94522,0.2606,81.61678525873025
449,lzw-jpg-small-low-50,1.1025448931670052,16.0,1242.4677734375,58.1172,0.2498588235294117,85.56295201665665
450,lzw-jpg-small-high-1,1.08696709633926,13.0,980.8779296875,47.79037,0.2487428571428571,82.5132990410785
451,lzw-jpg-small-high-2,1.0861675730579148,13.0,952.3994140625,49.25032,0.27174,71.16336763558876
452,lzw-jpg-small-high-3,1.0885386080070416,13.0,996.4619140625,47.8931,0.2503607142857142,83.10393216178318
453,lzw-jpg-small-high-4,1.08927518047439,14.0,1014.458984375,50.82862,0.2432246666666666,82.05755209329226
454,lzw-jpg-small-high-5,1.0858867166959731,13.0,945.876953125,48.8798,0.2659035714285714,72.77480543023346
455,lzw-jpg-small-high-6,1.0875058749378783,13.0,975.6513671875,48.54506,0.26063,77.11257599336479
456,lzw-jpg-small-high-7,1.086749421576521,13.0,949.2841796875,47.84753,0.2496428571428571,79.47262816119458
457,lzw-jpg-small-high-8,1.0889938466730102,13.0,1008.5205078125,47.859080000000006,0.249825,84.34988442646055
458,lzw-jpg-small-high-9,1.089819018068941,14.0,1031.501953125,52.51423,0.2680066666666666,73.29046134155779
459,lzw-jpg-small-high-10,1.0875004952940923,13.0,974.755859375,48.65515,0.262365,76.35915957873428
460,lzw-jpg-small-high-11,1.0857967249187763,12.0,922.9775390625,44.45158000000001,0.2500115384615384,83.0508109781631
461,lzw-jpg-small-high-12,1.084981694553077,13.0,914.703125,47.8702,0.25,76.43194513496915
462,lzw-jpg-small-high-13,1.083249245518929,12.0,880.1318359375,45.8175,0.2731830769230769,70.31735878445286
463,lzw-jpg-small-high-14,1.0849652866309945,13.0,926.1533203125,47.9956,0.2519749999999999,76.58152474478037
464,lzw-jpg-small-high-15,1.084154580172354,12.0,892.4580078125,44.46246,0.2501961538461538,80.22572934694709
465,lzw-jpg-small-high-16,1.0809133156062136,12.0,828.1259765625,44.47404,0.2503923076923077,74.36504458351064
466,lzw-jpg-small-high-17,1.0860538886795064,14.0,970.8359375,52.25968,0.2642633333333333,70.29787375108393
467,lzw-jpg-small-high-18,1.0896349512768837,14.0,1026.861328125,51.38018,0.2513333333333333,79.51811674639876
468,lzw-jpg-small-high-19,1.0844843804239743,12.0,897.451171875,44.44048,0.2498230769230769,80.83501716932068
469,lzw-jpg-small-high-20,1.087945753070832,13.0,999.654296875,47.89469,0.2503864285714286,83.35884430346124
470,lzw-jpg-small-high-21,1.0859755514858511,13.0,964.6875,48.53926,0.2605392857142857,76.28168574681281
471,lzw-jpg-small-high-22,1.0884635051700944,13.0,995.7744140625,48.56194,0.2608964285714286,78.59534072016831
472,lzw-jpg-small-high-23,1.0916433866356583,13.0,1030.4013671875,49.65679000000001,0.2781435714285714,74.60342355938839
473,lzw-jpg-small-high-24,1.0896481966254563,14.0,1042.09375,51.95831999999999,0.2598333333333333,77.18925087081271
474,lzw-jpg-small-high-25,1.0857906842647738,13.0,949.0751953125,47.55938999999999,0.2451035714285714,81.41692728096764
475,lzw-jpg-small-high-26,1.0870267281947057,13.0,961.1083984375,47.88177,0.2501821428571428,80.2316766585063
476,lzw-jpg-small-high-27,1.0877260010911074,13.0,981.4560546875,47.80194,0.248925,82.48155126881656
477,lzw-jpg-small-high-28,1.087525183546197,12.0,937.8564453125,45.08594000000001,0.2607730769230769,79.76869502679162
478,lzw-jpg-small-high-29,1.0913395735282871,13.0,1059.1455078125,47.916450000000005,0.2507285714285714,88.15910397689495
479,lzw-jpg-small-high-30,1.084907575444976,12.0,899.443359375,44.43979,0.2498115384615384,81.01945691615283
480,lzw-jpg-small-high-31,1.0862298990975072,12.0,944.751953125,44.48514,0.2505807692307692,84.75300366619913
481,lzw-jpg-small-high-32,1.0835563372996095,12.0,899.1474609375,44.93975999999999,0.2582930769230769,77.4617684389169
482,lzw-jpg-small-high-33,1.0848655062389234,12.0,886.91796875,44.45134,0.2500076923076922,79.80777900562782
483,lzw-jpg-small-high-34,1.0835024105218272,12.0,878.5029296875,44.42844,0.2496192307692307,79.21439494648668
484,lzw-jpg-small-high-35,1.087038145160216,13.0,944.3193359375,47.85977,0.2498357142857143,78.97574908562288
