Date,CPU Utilization,CPU Power
2023-09-30 22:58:59,0.24750,3.38511
2023-09-30 22:59:00,0.25187,3.42778
2023-09-30 22:59:01,0.24750,3.36270
2023-09-30 22:59:02,0.25250,3.45349
2023-09-30 22:59:03,0.25063,3.42214
2023-09-30 22:59:04,0.25000,3.41930
2023-09-30 22:59:05,0.25000,3.41930
2023-09-30 22:59:06,0.25000,3.41930
2023-09-30 22:59:07,0.25000,3.41930
2023-09-30 22:59:08,0.25126,3.44808
2023-09-30 22:59:09,0.24688,3.35990
2023-09-30 22:59:10,0.25250,3.45349
2023-09-30 22:59:11,0.25000,3.41930
2023-09-30 22:59:12,0.25000,3.41930
2023-09-30 22:59:13,0.25000,3.41930
2023-09-30 22:59:14,0.25000,3.41930
2023-09-30 22:59:15,0.25000,3.41930
2023-09-30 22:59:16,0.25063,3.42214
2023-09-30 22:59:17,0.24874,3.41360
2023-09-30 22:59:18,0.25000,3.41930
2023-09-30 22:59:19,0.25126,3.44808
2023-09-30 22:59:20,0.24938,3.39384
2023-09-30 22:59:21,0.25000,3.41930
2023-09-30 22:59:22,0.25000,3.41930
2023-09-30 22:59:23,0.25187,3.42778
2023-09-30 22:59:24,0.25063,3.42214
2023-09-30 22:59:25,0.25000,3.41930
2023-09-30 22:59:26,0.25000,3.41930
2023-09-30 22:59:27,0.25000,3.41930
2023-09-30 22:59:28,0.25000,3.41930
2023-09-30 22:59:29,0.25126,3.44808
2023-09-30 22:59:30,0.24938,3.39384
2023-09-30 22:59:31,0.25000,3.39667
2023-09-30 22:59:32,0.25250,3.43064
2023-09-30 22:59:33,0.25063,3.42214
2023-09-30 22:59:34,0.24812,3.30089
2023-09-30 22:59:35,0.25000,3.41930
2023-09-30 22:59:36,0.25187,3.42778
2023-09-30 22:59:37,0.24750,3.38511
2023-09-30 22:59:38,0.25063,3.44523
2023-09-30 22:59:39,0.25187,3.42778
2023-09-30 22:59:40,0.25063,3.44523
2023-09-30 22:59:41,0.25063,3.42214
2023-09-30 22:59:42,0.25000,3.39667
2023-09-30 22:59:43,0.25063,3.44523
2023-09-30 22:59:44,0.25000,3.39667
2023-09-30 22:59:45,0.25000,3.41930
2023-09-30 22:59:46,0.25000,3.41930
2023-09-30 22:59:47,0.25250,3.45349
2023-09-30 22:59:48,0.24938,3.39384
2023-09-30 22:59:49,0.25000,3.41930
2023-09-30 22:59:50,0.24750,3.38511
2023-09-30 22:59:51,0.25250,3.45349
2023-09-30 22:59:52,0.24688,3.35990
2023-09-30 22:59:53,0.25377,3.48256
2023-09-30 22:59:54,0.24812,3.38792
2023-09-30 22:59:55,0.25000,3.41930
2023-09-30 22:59:56,0.24938,3.39384
2023-09-30 22:59:57,0.25187,3.42778
2023-09-30 22:59:58,0.25000,3.41930
2023-09-30 22:59:59,0.25000,3.41930
2023-09-30 23:00:00,0.25250,3.45349
2023-09-30 23:00:01,0.24750,3.36270
2023-09-30 23:00:02,0.25000,3.41930
2023-09-30 23:00:03,0.25000,3.41930
2023-09-30 23:00:04,0.25000,3.41930
2023-09-30 23:00:05,0.24938,3.39384
2023-09-30 23:00:06,0.25063,3.44523
2023-09-30 23:00:07,0.24938,3.39384
2023-09-30 23:00:08,0.25063,3.42214
2023-09-30 23:00:09,0.25063,3.42214
2023-09-30 23:00:10,0.25250,3.45349
2023-09-30 23:00:11,0.25000,3.41930
2023-09-30 23:00:12,0.24750,3.38511
2023-09-30 23:00:13,0.25000,3.41930
2023-09-30 23:00:14,0.24688,3.35990
2023-09-30 23:00:15,0.25250,3.45349
2023-09-30 23:00:16,0.25000,3.39667
2023-09-30 23:00:17,0.25000,3.41930
2023-09-30 23:00:18,0.25126,3.44808
2023-09-30 23:00:19,0.24812,3.38792
2023-09-30 23:00:20,0.24938,3.39384
2023-09-30 23:00:21,0.25313,3.45636
2023-09-30 23:00:22,0.24750,3.34074
2023-09-30 23:00:23,0.25063,3.42214
2023-09-30 23:00:24,0.25000,3.39667
2023-09-30 23:00:25,0.24812,3.38792
2023-09-30 23:00:26,0.25250,3.43064
2023-09-30 23:00:27,0.24688,3.35990
2023-09-30 23:00:28,0.25063,3.42214
2023-09-30 23:00:29,0.25126,3.40237
2023-09-30 23:00:30,0.24938,3.39384
2023-09-30 23:00:31,0.25250,3.40823
2023-09-30 23:00:32,0.25063,3.44523
2023-09-30 23:00:33,0.24938,3.39384
2023-09-30 23:00:34,0.25000,3.31046
2023-09-30 23:00:35,0.25063,3.39951
2023-09-30 23:00:36,0.25000,3.41930
2023-09-30 23:00:37,0.25000,3.41930
2023-09-30 23:00:38,0.24876,3.36884
2023-09-30 23:00:39,0.25000,3.41930
2023-09-30 23:00:40,0.25000,3.41930
2023-09-30 23:00:41,0.25063,3.42214
2023-09-30 23:00:42,0.25000,3.41930
2023-09-30 23:00:43,0.24750,3.38511
2023-09-30 23:00:44,0.25000,3.41930
2023-09-30 23:00:45,0.24938,3.39384
2023-09-30 23:00:46,0.24874,3.41360
2023-09-30 23:00:47,0.25250,3.45349
2023-09-30 23:00:48,0.24750,3.38511
2023-09-30 23:00:49,0.25000,3.41930
2023-09-30 23:00:50,0.25000,3.41930
2023-09-30 23:00:51,0.25250,3.45349
2023-09-30 23:00:52,0.24750,3.38511
2023-09-30 23:00:53,0.25000,3.41930
2023-09-30 23:00:54,0.25000,3.41930
2023-09-30 23:00:55,0.25250,3.45349
2023-09-30 23:00:56,0.25063,3.42214
2023-09-30 23:00:57,0.24750,3.38511
2023-09-30 23:00:58,0.25000,3.39667
2023-09-30 23:00:59,0.25063,3.42214
2023-09-30 23:01:00,0.25063,3.42214
2023-09-30 23:01:01,0.24688,3.33794
2023-09-30 23:01:02,0.25187,3.42778
2023-09-30 23:01:03,0.25000,3.41930
2023-09-30 23:01:04,0.25000,3.41930
2023-09-30 23:01:05,0.25000,3.41930
2023-09-30 23:01:06,0.25063,3.42214
2023-09-30 23:01:07,0.25000,3.41930
2023-09-30 23:01:08,0.25000,3.41930
2023-09-30 23:01:09,0.24938,3.39384
2023-09-30 23:01:10,0.25063,3.44523
2023-09-30 23:01:11,0.25126,3.44808
2023-09-30 23:01:12,0.25250,3.45349
2023-09-30 23:01:13,0.24750,3.38511
2023-09-30 23:01:14,0.25000,3.41930
2023-09-30 23:01:15,0.25000,3.41930
2023-09-30 23:01:16,0.25063,3.42214
2023-09-30 23:01:17,0.25000,3.39667
2023-09-30 23:01:18,0.25000,3.41930
2023-09-30 23:01:19,0.25000,3.41930
2023-09-30 23:01:20,0.24938,3.37165
2023-09-30 23:01:21,0.25250,3.40823
2023-09-30 23:01:22,0.25063,3.42214
2023-09-30 23:01:23,0.24812,3.38792
2023-09-30 23:01:24,0.25250,3.40823
2023-09-30 23:01:25,0.24874,3.41360
2023-09-30 23:01:26,0.25187,3.42778
2023-09-30 23:01:27,0.24750,3.38511
2023-09-30 23:01:28,0.25000,3.41930
