Date,CPU Utilization,CPU Power
2023-09-19 18:47:35,0.00000,0.00000
2023-09-19 18:47:36,0.00000,0.00000
2023-09-19 18:47:37,0.00000,0.00000
2023-09-19 18:47:38,0.00000,0.00000
2023-09-19 18:47:39,0.00000,0.00000
2023-09-19 18:47:40,0.00000,0.00000
2023-09-19 18:47:41,0.00000,0.00000
2023-09-19 18:47:42,0.00000,0.00000
2023-09-19 18:47:43,0.00000,0.00000
2023-09-19 18:47:44,0.00000,0.00000
2023-09-19 18:47:45,0.00000,0.00000
2023-09-19 18:47:46,0.00000,0.00000
2023-09-19 18:47:47,0.00251,0.03275
2023-09-19 18:47:48,0.00000,0.00000
2023-09-19 18:47:49,0.00000,0.00000
2023-09-19 18:47:50,0.00000,0.00000
2023-09-19 18:47:51,0.00000,0.00000
2023-09-19 18:47:52,0.00000,0.00000
2023-09-19 18:47:53,0.00000,0.00000
