Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 18:47:35,0.25377,3.43639,3.43639,0.00000
2023-09-19 18:47:36,0.25187,3.42778,3.42778,0.00000
2023-09-19 18:47:37,0.25000,3.41930,3.41930,0.00000
2023-09-19 18:47:38,0.26316,3.47896,3.47896,0.00000
2023-09-19 18:47:39,0.25000,3.41930,3.41930,0.00000
2023-09-19 18:47:40,0.26884,3.50475,3.50475,0.00000
2023-09-19 18:47:41,0.25187,3.42778,3.42778,0.00000
2023-09-19 18:47:42,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:47:43,0.25436,3.43909,3.43909,0.00000
2023-09-19 18:47:44,0.25000,3.41930,3.41930,0.00000
2023-09-19 18:47:45,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:47:46,0.25500,3.44197,3.44197,0.00000
2023-09-19 18:47:47,0.26884,3.50475,3.50475,0.00000
2023-09-19 18:47:48,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:47:49,0.25500,3.44197,3.44197,0.00000
2023-09-19 18:47:50,0.25000,3.41930,3.41930,0.00000
2023-09-19 18:47:51,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:47:52,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:47:53,0.25250,3.43064,3.43064,0.00000
