Date,CPU Utilization,CPU Power
2023-09-19 19:43:37,0.24688,3.23427
2023-09-19 19:43:38,0.24812,3.41078
2023-09-19 19:43:39,0.25126,3.44808
2023-09-19 19:43:40,0.25063,3.21435
2023-09-19 19:43:41,0.24938,3.39384
2023-09-19 19:43:42,0.25063,3.42214
2023-09-19 19:43:43,0.25000,3.39667
2023-09-19 19:43:44,0.24812,3.38792
2023-09-19 19:43:45,0.25063,3.23341
2023-09-19 19:43:46,0.25000,3.39667
2023-09-19 19:43:47,0.25063,3.42214
2023-09-19 19:43:48,0.25313,3.45636
2023-09-19 19:43:49,0.25189,3.42787
2023-09-19 19:43:50,0.24750,3.36270
2023-09-19 19:43:51,0.25063,3.42214
