Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 19:43:37,0.26683,3.49563,3.49563,0.00000
2023-09-19 19:43:38,0.24812,3.41078,3.41078,0.00000
2023-09-19 19:43:39,0.24874,3.41360,3.41360,0.00000
2023-09-19 19:43:40,0.27569,3.53579,3.53579,0.00000
2023-09-19 19:43:41,0.25187,3.42778,3.42778,0.00000
2023-09-19 19:43:42,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:43:43,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:43:44,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:43:45,0.27318,3.52442,3.52442,0.00000
2023-09-19 19:43:46,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:43:47,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:43:48,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:43:49,0.25189,3.42787,3.42787,0.00000
2023-09-19 19:43:50,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:43:51,0.25063,3.42214,3.42214,0.00000
