Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 19:40:51,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:40:52,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:40:53,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:40:54,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:40:55,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:40:56,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:40:57,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:40:58,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:40:59,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:00,0.25187,3.42778,3.42778,0.00000
2023-09-19 19:41:01,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:41:02,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:41:03,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:04,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:05,0.25500,3.44197,3.44197,0.00000
2023-09-19 19:41:06,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:07,0.25313,3.43351,3.43351,0.00000
2023-09-19 19:41:08,0.25313,3.43351,3.43351,0.00000
2023-09-19 19:41:09,0.24490,3.39616,3.39616,0.00000
2023-09-19 19:41:10,0.25187,3.42778,3.42778,0.00000
2023-09-19 19:41:11,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:12,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:13,0.24812,3.41078,3.41078,0.00000
2023-09-19 19:41:14,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:41:15,0.25187,3.42778,3.42778,0.00000
2023-09-19 19:41:16,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:17,0.25436,3.43909,3.43909,0.00000
2023-09-19 19:41:18,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:41:19,0.24812,3.41078,3.41078,0.00000
2023-09-19 19:41:20,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:21,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:22,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:23,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:24,0.25187,3.42778,3.42778,0.00000
2023-09-19 19:41:25,0.24812,3.41078,3.41078,0.00000
2023-09-19 19:41:26,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:27,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:41:28,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:41:29,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:41:30,0.25250,3.43064,3.43064,0.00000
2023-09-19 19:41:31,0.25500,3.44197,3.44197,0.00000
2023-09-19 19:41:32,0.30402,3.66425,3.66425,0.00000
2023-09-19 19:41:33,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:34,0.25063,3.42214,3.42214,0.00000
2023-09-19 19:41:35,0.25000,3.41930,3.41930,0.00000
2023-09-19 19:41:36,0.26566,3.49033,3.49033,0.00000
