Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-30 23:18:52,0.25686,3.45040,3.45040,0.00000
2023-09-30 23:18:53,0.25505,3.44220,3.44220,0.00000
2023-09-30 23:18:54,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:18:55,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:18:56,0.25313,3.43351,3.43351,0.00000
2023-09-30 23:18:57,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:18:58,0.28070,3.55851,3.55851,0.00000
2023-09-30 23:18:59,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:00,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:01,0.25436,3.43909,3.43909,0.00000
2023-09-30 23:19:02,0.24874,3.41360,3.41360,0.00000
2023-09-30 23:19:03,0.25126,3.42500,3.42500,0.00000
2023-09-30 23:19:04,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:05,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:06,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:07,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:08,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:09,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:19:10,0.31830,3.72898,3.72898,0.00000
2023-09-30 23:19:11,0.50000,4.55291,4.55291,0.00000
2023-09-30 23:19:12,0.48371,4.47904,4.47904,0.00000
2023-09-30 23:19:13,0.25126,3.42500,3.42500,0.00000
2023-09-30 23:19:14,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:15,0.24812,3.41078,3.41078,0.00000
2023-09-30 23:19:16,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:17,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:18,0.25126,3.42500,3.42500,0.00000
2023-09-30 23:19:19,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:20,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:21,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:22,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:23,0.24874,3.41360,3.41360,0.00000
2023-09-30 23:19:24,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:25,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:26,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:27,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:28,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:29,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:30,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:31,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:19:32,0.25815,3.45623,3.45623,0.00000
2023-09-30 23:19:33,0.26119,3.47006,3.47006,0.00000
2023-09-30 23:19:34,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:19:35,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:36,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:37,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:38,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:39,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:40,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:41,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:42,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:43,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:44,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:45,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:46,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:47,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:48,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:49,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:50,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:51,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:52,0.25373,3.43622,3.43622,0.00000
2023-09-30 23:19:53,0.24874,3.41360,3.41360,0.00000
2023-09-30 23:19:54,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:55,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:19:56,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:19:57,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:58,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:19:59,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:00,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:01,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:20:02,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:03,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:04,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:05,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:06,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:07,0.25126,3.42500,3.42500,0.00000
2023-09-30 23:20:08,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:09,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:10,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:11,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:12,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:13,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:14,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:15,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:16,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:17,0.25313,3.43351,3.43351,0.00000
2023-09-30 23:20:18,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:19,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:20,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:21,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:22,0.33500,3.80473,3.80473,0.00000
2023-09-30 23:20:23,0.50000,4.55291,4.55291,0.00000
2023-09-30 23:20:24,0.47132,4.42287,4.42287,0.00000
2023-09-30 23:20:25,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:26,0.24812,3.41078,3.41078,0.00000
2023-09-30 23:20:27,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:28,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:29,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:30,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:31,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:32,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:20:33,0.26316,3.47896,3.47896,0.00000
2023-09-30 23:20:34,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:35,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:36,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:37,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:38,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:39,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:40,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:41,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:42,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:43,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:20:44,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:45,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:46,0.41500,4.16748,4.16748,0.00000
2023-09-30 23:20:47,0.50000,4.55291,4.55291,0.00000
2023-09-30 23:20:48,0.50125,4.55859,4.55859,0.00000
2023-09-30 23:20:49,0.50125,4.55856,4.55856,0.00000
2023-09-30 23:20:50,0.49875,4.54722,4.54722,0.00000
2023-09-30 23:20:51,0.50125,4.55856,4.55856,0.00000
2023-09-30 23:20:52,0.49875,4.54722,4.54722,0.00000
2023-09-30 23:20:53,0.49875,4.54722,4.54722,0.00000
2023-09-30 23:20:54,0.50125,4.55856,4.55856,0.00000
2023-09-30 23:20:55,0.51256,4.60987,4.60987,0.00000
2023-09-30 23:20:56,0.38500,4.03145,4.03145,0.00000
2023-09-30 23:20:57,0.25564,3.44487,3.44487,0.00000
2023-09-30 23:20:58,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:20:59,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:21:00,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:01,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:21:02,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:03,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:21:04,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:05,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:06,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:07,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:08,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:09,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:21:10,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:11,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:12,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:21:13,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:21:14,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:15,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:16,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:17,0.25063,3.42214,3.42214,0.00000
2023-09-30 23:21:18,0.25187,3.42778,3.42778,0.00000
2023-09-30 23:21:19,0.26065,3.46760,3.46760,0.00000
2023-09-30 23:21:20,0.25750,3.45331,3.45331,0.00000
2023-09-30 23:21:21,0.25250,3.43064,3.43064,0.00000
2023-09-30 23:21:22,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:23,0.25000,3.41930,3.41930,0.00000
2023-09-30 23:21:24,0.25189,3.42787,3.42787,0.00000
2023-09-30 23:21:25,0.25000,3.41930,3.41930,0.00000
