Date,CPU Utilization,CPU Power
2023-09-30 23:18:52,0.24938,3.34990
2023-09-30 23:18:53,0.25253,3.40812
2023-09-30 23:18:54,0.25000,3.39667
2023-09-30 23:18:55,0.25000,3.39667
2023-09-30 23:18:56,0.25063,3.39951
2023-09-30 23:18:57,0.25000,3.39667
2023-09-30 23:18:58,0.25063,3.17724
2023-09-30 23:18:59,0.25063,3.42214
2023-09-30 23:19:00,0.25000,3.41930
2023-09-30 23:19:01,0.24938,3.37165
2023-09-30 23:19:02,0.25126,3.44808
2023-09-30 23:19:03,0.25126,3.42500
2023-09-30 23:19:04,0.24938,3.39384
2023-09-30 23:19:05,0.25000,3.41930
2023-09-30 23:19:06,0.25187,3.42778
2023-09-30 23:19:07,0.25000,3.41930
2023-09-30 23:19:08,0.25063,3.42214
2023-09-30 23:19:09,0.25000,3.39667
2023-09-30 23:19:10,0.25063,2.93621
2023-09-30 23:19:11,0.25000,2.27645
2023-09-30 23:19:12,0.25063,2.32074
2023-09-30 23:19:13,0.25126,3.42500
2023-09-30 23:19:14,0.24938,3.39384
2023-09-30 23:19:15,0.25063,3.44523
2023-09-30 23:19:16,0.25000,3.41930
2023-09-30 23:19:17,0.24938,3.39384
2023-09-30 23:19:18,0.25126,3.42500
2023-09-30 23:19:19,0.25000,3.41930
2023-09-30 23:19:20,0.25250,3.45349
2023-09-30 23:19:21,0.24750,3.38511
2023-09-30 23:19:22,0.24938,3.39384
2023-09-30 23:19:23,0.25126,3.44808
2023-09-30 23:19:24,0.25187,3.42778
2023-09-30 23:19:25,0.25000,3.41930
2023-09-30 23:19:26,0.25000,3.41930
2023-09-30 23:19:27,0.25063,3.42214
2023-09-30 23:19:28,0.25063,3.42214
2023-09-30 23:19:29,0.25000,3.41930
2023-09-30 23:19:30,0.24938,3.39384
2023-09-30 23:19:31,0.25000,3.39667
2023-09-30 23:19:32,0.25063,3.35557
2023-09-30 23:19:33,0.25124,3.33787
2023-09-30 23:19:34,0.25000,3.39667
2023-09-30 23:19:35,0.25000,3.41930
2023-09-30 23:19:36,0.25000,3.41930
2023-09-30 23:19:37,0.25063,3.42214
2023-09-30 23:19:38,0.25063,3.42214
2023-09-30 23:19:39,0.25000,3.41930
2023-09-30 23:19:40,0.25000,3.41930
2023-09-30 23:19:41,0.25000,3.41930
2023-09-30 23:19:42,0.25000,3.41930
2023-09-30 23:19:43,0.25063,3.42214
2023-09-30 23:19:44,0.25187,3.42778
2023-09-30 23:19:45,0.25000,3.41930
2023-09-30 23:19:46,0.25000,3.41930
2023-09-30 23:19:47,0.25000,3.41930
2023-09-30 23:19:48,0.25063,3.42214
2023-09-30 23:19:49,0.25000,3.41930
2023-09-30 23:19:50,0.25000,3.41930
2023-09-30 23:19:51,0.24750,3.38511
2023-09-30 23:19:52,0.25124,3.40253
2023-09-30 23:19:53,0.25126,3.44808
2023-09-30 23:19:54,0.25000,3.41930
2023-09-30 23:19:55,0.25000,3.41930
2023-09-30 23:19:56,0.25063,3.42214
2023-09-30 23:19:57,0.24938,3.39384
2023-09-30 23:19:58,0.24938,3.39384
2023-09-30 23:19:59,0.25000,3.41930
2023-09-30 23:20:00,0.25250,3.45349
2023-09-30 23:20:01,0.24750,3.36270
2023-09-30 23:20:02,0.25063,3.42214
2023-09-30 23:20:03,0.25000,3.41930
2023-09-30 23:20:04,0.25000,3.41930
2023-09-30 23:20:05,0.25000,3.41930
2023-09-30 23:20:06,0.24688,3.35990
2023-09-30 23:20:07,0.25126,3.42500
2023-09-30 23:20:08,0.25313,3.45636
2023-09-30 23:20:09,0.25000,3.41930
2023-09-30 23:20:10,0.24938,3.39384
2023-09-30 23:20:11,0.24750,3.38511
2023-09-30 23:20:12,0.25313,3.45636
2023-09-30 23:20:13,0.25063,3.42214
2023-09-30 23:20:14,0.25000,3.41930
2023-09-30 23:20:15,0.24938,3.39384
2023-09-30 23:20:16,0.25000,3.41930
2023-09-30 23:20:17,0.25063,3.39951
2023-09-30 23:20:18,0.25000,3.41930
2023-09-30 23:20:19,0.24938,3.39384
2023-09-30 23:20:20,0.25000,3.41930
2023-09-30 23:20:21,0.24812,3.38792
2023-09-30 23:20:22,0.25000,2.83935
2023-09-30 23:20:23,0.25126,2.28789
2023-09-30 23:20:24,0.24938,2.34014
2023-09-30 23:20:25,0.25000,3.41930
2023-09-30 23:20:26,0.25313,3.47968
2023-09-30 23:20:27,0.25000,3.41930
2023-09-30 23:20:28,0.25063,3.42214
2023-09-30 23:20:29,0.24938,3.39384
2023-09-30 23:20:30,0.25063,3.42214
2023-09-30 23:20:31,0.24938,3.39384
2023-09-30 23:20:32,0.25187,3.42778
2023-09-30 23:20:33,0.24812,3.28016
2023-09-30 23:20:34,0.25000,3.41930
2023-09-30 23:20:35,0.25000,3.41930
2023-09-30 23:20:36,0.25000,3.41930
2023-09-30 23:20:37,0.25000,3.41930
2023-09-30 23:20:38,0.25063,3.42214
2023-09-30 23:20:39,0.25000,3.41930
2023-09-30 23:20:40,0.24750,3.38511
2023-09-30 23:20:41,0.25000,3.41930
2023-09-30 23:20:42,0.25000,3.41930
2023-09-30 23:20:43,0.25063,3.42214
2023-09-30 23:20:44,0.25000,3.41930
2023-09-30 23:20:45,0.25000,3.41930
2023-09-30 23:20:46,0.25000,2.51053
2023-09-30 23:20:47,0.25000,2.27645
2023-09-30 23:20:48,0.25313,2.30209
2023-09-30 23:20:49,0.24938,2.26794
2023-09-30 23:20:50,0.25063,2.28504
2023-09-30 23:20:51,0.24938,2.26794
2023-09-30 23:20:52,0.25063,2.28504
2023-09-30 23:20:53,0.25063,2.28504
2023-09-30 23:20:54,0.24938,2.26794
2023-09-30 23:20:55,0.25126,2.25974
