Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 18:23:26,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:27,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:28,0.25189,3.42787,3.42787,0.00000
2023-09-19 18:23:29,0.25500,3.44197,3.44197,0.00000
2023-09-19 18:23:30,0.25564,3.44487,3.44487,0.00000
2023-09-19 18:23:31,0.25377,3.43639,3.43639,0.00000
2023-09-19 18:23:32,0.30227,3.65630,3.65630,0.00000
2023-09-19 18:23:33,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:34,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:35,0.26131,3.47057,3.47057,0.00000
2023-09-19 18:23:36,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:23:37,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:38,0.26500,3.48732,3.48732,0.00000
2023-09-19 18:23:39,0.24874,3.41360,3.41360,0.00000
2023-09-19 18:23:40,0.26065,3.46760,3.46760,0.00000
2023-09-19 18:23:41,0.26382,3.48196,3.48196,0.00000
2023-09-19 18:23:42,0.25500,3.44197,3.44197,0.00000
2023-09-19 18:23:43,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:44,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:23:45,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:46,0.25500,3.44197,3.44197,0.00000
2023-09-19 18:23:47,0.28141,3.56171,3.56171,0.00000
2023-09-19 18:23:48,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:49,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:50,0.25815,3.45623,3.45623,0.00000
2023-09-19 18:23:51,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:23:52,0.24874,3.41360,3.41360,0.00000
2023-09-19 18:23:53,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:54,0.25377,3.43639,3.43639,0.00000
2023-09-19 18:23:55,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:56,0.25500,3.44197,3.44197,0.00000
2023-09-19 18:23:57,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:58,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:59,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:24:00,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:24:01,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:24:02,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:24:03,0.25564,3.44487,3.44487,0.00000
2023-09-19 18:24:04,0.25377,3.43639,3.43639,0.00000
2023-09-19 18:24:05,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:24:06,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:24:07,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:24:08,0.25000,3.41930,3.41930,0.00000
2023-09-19 18:24:09,0.25063,3.42214,3.42214,0.00000
