Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 18:22:54,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:22:55,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:22:56,0.24874,3.41360,3.41360,0.00000
2023-09-19 18:22:57,0.25436,3.43909,3.43909,0.00000
2023-09-19 18:22:58,0.25000,3.41930,3.41930,0.00000
2023-09-19 18:22:59,0.24874,3.41360,3.41360,0.00000
2023-09-19 18:23:00,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:23:01,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:02,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:03,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:04,0.25840,3.45738,3.45738,0.00000
2023-09-19 18:23:05,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:06,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:23:07,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:23:08,0.24937,3.41644,3.41644,0.00000
2023-09-19 18:23:09,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:23:10,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:11,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:12,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:23:13,0.24874,3.41360,3.41360,0.00000
2023-09-19 18:23:14,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:15,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:16,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:17,0.26316,3.47896,3.47896,0.00000
2023-09-19 18:23:18,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:23:19,0.33753,3.81620,3.81620,0.00000
2023-09-19 18:23:20,0.25564,3.44487,3.44487,0.00000
2023-09-19 18:23:21,0.25063,3.42214,3.42214,0.00000
2023-09-19 18:23:22,0.25500,3.44197,3.44197,0.00000
