Date,CPU Utilization,CPU Power
2023-09-19 18:22:37,0.00000,0.00000
2023-09-19 18:22:38,0.00000,0.00000
2023-09-19 18:22:39,0.00000,0.00000
2023-09-19 18:22:40,0.00000,0.00000
2023-09-19 18:22:41,0.00000,0.00000
2023-09-19 18:22:42,0.00000,0.00000
2023-09-19 18:22:43,0.00000,0.00000
2023-09-19 18:22:44,0.00000,0.00000
2023-09-19 18:22:45,0.00000,0.00000
2023-09-19 18:22:46,0.00000,0.00000
2023-09-19 18:22:47,0.00000,0.00000
2023-09-19 18:22:48,0.00000,0.00000
2023-09-19 18:22:49,0.00000,0.00000
2023-09-19 18:22:50,0.00000,0.00000
2023-09-19 18:22:51,0.00000,0.00000
