Date,CPU Utilization,Total Power,CPU Power,GPU Power
2023-09-19 18:22:37,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:22:38,0.26131,3.47057,3.47057,0.00000
2023-09-19 18:22:39,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:22:40,0.27318,3.52442,3.52442,0.00000
2023-09-19 18:22:41,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:22:42,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:22:43,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:22:44,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:22:45,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:22:46,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:22:47,0.27638,3.53893,3.53893,0.00000
2023-09-19 18:22:48,0.25250,3.43064,3.43064,0.00000
2023-09-19 18:22:49,0.25126,3.42500,3.42500,0.00000
2023-09-19 18:22:50,0.25313,3.43351,3.43351,0.00000
2023-09-19 18:22:51,0.25063,3.42214,3.42214,0.00000
